num,user_id,user_name,datetime,business_id,business_name,text
257,#NAME?,ML ..,8/11/2015,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Came here twice for breakfast on our short v     Dublin.  Service can   uneven     space   small, but  y   a larger space nearby which we didn't v  .  

 ir pastry   breakfast were delicious!  If  y were in   Bay  a I would   here all   fucking time   weigh lbs more."
258,OtaIo3d5GppPVV2chILiCw,Yvonne B.,17/9/2015,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,I can only follow   previous reviewers. Great l tle cafe w h an amazing selection of sweet things. Great staff as well   not at all expensive!
259,CV55Uyls69fyC7PycDZdPA,Katia L.,30/5/2018,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Came here for a late breakfast. I got   avocado  ast, which was a b  odd. Instead of just fresh avocado   was almost like a guacamole mix, which I didn't really like. We   got tea, scones   some o r sweets.   tea was served in a very cute tea set.   Vic ria sponge cake was soooo delicious!   staff   very friendly  re as well."
260,qiWmDVqnbLGzeF8-Ml_50g,Beatrice P.,26/5/2018,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Th    a cute place w h very good food.   tables   very cramped which makes eating a l tle uncomfortable. We had   savory tart,   pea   mint soup   a scone. All were very good. I would recommend for parties of  or  any more     will feel squ hed."
261,x6kU-FdFaUQC-fUzfPVclw,Conor L.,22/7/2013,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"S pped in here r omly for a breakfast meeting.   Full Ir h was really good, but after reading o r people's reviews I will     go back for some cake etc.
  staff were really friendly,   breakfast was really good, especially  ir sausages. I like   feel   decor of   cafe.
Two thumbs up!!"
262,5hKO2kH4MeUjsfAG0vRspA,Eben H.,6/11/2015,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Came here on   advice of   concierge. Holy cow th  place   incredible.   tea   coffee   hot & delicious. Everywhere   look   incredible fresh baked treats. Of course one has   try some of   tarts, Lemon meringue     chocolate pear tart   both incredible. If   want     eggs  y make everything fresh.
H s down,    st breakfast/brunch we've had in Irel ."
263,B8REbpM6KwNizD-TW1zQFw,Cinthia K.,1/9/2013,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Came here for breakfast right  fore I went on my walking  ur of Dublin.   place had some good reviews, so I was looking forward   my meal.

Instead of pigging out completely   choosing     a full breakfast meal, I opted for some tea   one of  ir chocolate chip scones.   scone was massive   yummy.   interior was very cute   shabby chic. I don't think I'll   in Dublin again for awhile, but I would've loved     tried out   savory eats here.

Service was a b  on   slugg h side, so   may not      st place if  've got somewhere   go immediately afterwards."
264,5z7Ga1BFaix859jxN1IAhg,S O.,26/8/2018,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,Came here for breakfast on a Tuesday morning w h a ten minute wa  for a table. Everything was delicious. Service a b  sporadic.  lgian dark chocolate scone   die for!
265,YkNToePiSGmeWcbYMNILKA,Todd S.,29/6/2018,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,Deserts   amazing soup   fantastic. Service was so friendly   fun. Th    a don't m s s p in Dublin. Try   rasp rry meringue if   like sugary bl s!
266,JKBr2EsUCt6GM9SrAOpu3Q,Hoang Mai P.,2/8/2017,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"First time in Dublin   l erally went here  days out of .   scones   LOADED w h flavor   fru ,     jam     die for. Orange juice   fresh squeezed     Ir h soda bread that came w h our smoked salmon   scrambled eggs was delicious. We   had   hearty engl h breakfast here   that was   great, but highlight was defin ely   scones   jam! Prices   reasonable   service   great.  W h I bought a bunch   go...."
267,c2IcHHOTgQXf-9AA0DLLRw,A A.,21/5/2017,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,Eh  's fine.     scones looked great but   service was a hot mess while we were  re.   Nothing over    p amazing but   wasn't bad ei r.   A r  breakfast for Americans who want more than coffee.
268,tOsc0FbZ11O7RPiQusXr8Q,Grace M.,26/7/2016,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"A cute l tle bakery in   middle of Dublin, Queen of Tarts   a fun place   v  . However,   location   simply  o small. People were squ hed in all over   place eating, wa ing   order,   wa ing for  ir orders.

  desserts, pastries,   goods    autiful,   qu e tasty as well.   carrot cake   full   delicious.   tarts   tasty as well. However, watch  r sweet  oth!  o much     fun   over ;)"
269,VG7luzfK_WWRNwTGyR2-HA,Roxanne A.,4/3/2016,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Great cafe for a casual brunch.

Tarts   AMAZING   very flavorful.  y     unique w h a large selection.

Food menu was minimal but everything I tried was excellent."
270,QEkWUtTYhR8Wh3Ta-3Ncjg,A M.,1/4/2018,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"M sed   train   How    found th  place. Vic rian Sponge Cake, 'nough said."
271,Wq9YJt-k2o7ILJBSMKAxPg,Cindy L.,23/3/2013,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"All of   study abroad students that I've spoken w h   all s pped in at   Queen of Tarts, so   just seemed wrong that we didn't s p in as well, even if we did   a really big lunch.  Actually,  's  st not   come in  a shop starving.

Anywho.  As   was raining, we tried     ourselves in  someplace dry.    th  place was qu e full, but   wa ress gave us menus   look at while we wa ed.  Th  place   really small though, so   was really awkward for us   st  around,   we defin ely got in people's way.  But thankfully, a table was freed up not  o much later.  O r than   size (which  n't such a bad thing, if anything I think   gives a certain charm, defin ely a cozy setting),   overall decor of   place really reminded me of a small cabin, for tea.  I don't think that makes sense.  But   did,     was a good thing!  I've obviously never  en   a place like th   fore.

We went on   order our tarts.   cookies.    a brownie.     y were all wonderful.  I  lieve we had   chocolate, pear & almond tart, a chocolate pecan tart, a cookie &  brownie.   All of which came w h a l tle side of cream.   re were so many o r things on   menu   choose from, but we had   practice self restraint   order a couple.  If I were in Dublin again, I'd come back   try some of   o r  ems,   plus  's just nice     out of   rain for some dessert in th  charming l tle place."
272,xHKa6DA35Is_MVYw62wOUg,Genevieve L.,11/1/2018,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Favor e place!!!!!! Excellent coffee. First place we ate breakfast when we got   Dublin. We each got   full hearty breakfast   only left    ma es on our plates.  Tasty bacon   sausage, pota  cake, egg    ans.... no black or wh e pudding if that's  r thing. Service   fantastic!   can eat in or take away.   desserts   almost  o pretty   eat but we sampled a few. Lemon meringue tart was devoured     blue rry scone w h some butter makes my mouth drool."
273,a14gO0pSTzOZXkw-shQL1A,Sarah W.,2/5/2017,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"We come   Queen of Tarts every time we v   Dublin.  's a great place   s p for tea or coffee   a treat. I'm gluten free now,   was delighted   see a couple of  autiful pastries that I could eat. I got a chocolate, straw rry   cream creation     was soooooo delicious!   service   super friendly  o. Love   here   love  ir place on Cow's Lane  ."
274,y-4m5dehE_3Kz4158vF5Nw,Robin P.,12/6/2018,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"I went in for a scone     w h my tea at   apartment we rented. I thought I'd   a tender, flaky scone  cause, well, I'm in Irel .   scone was heavy   not very tasty.   o r food might   good, but I will   trying ano r bakery."
275,mDo2qUwVzruvHryg7Jsgng,Rachael M.,10/6/2018,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,Really good vic ria sponge   a wonderful   whimsical atmosphere.
276,sORLAD0Sj3BstK1fXV-jhQ,Keith M.,31/8/2015,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"H s down  st place in Dublin     a big greasy Tart after a messy night out on   tiles.

I can't count   amount of times I've stumbled out of a pub in Temblebar   made my way down   Queen of Tarts for a big foil wrapped Tart w h hot custard filling   a can of coke.

 re's massive queues on a Saturday night starting at about am.   staff   usually busy cleaning sick off   window panes   breaking up fights  tween lads who've  en singing ""Chase   Sun"" repeatedly   yelling racial slurs at   staff   cus mers fur r ahead of  m in line.

Tax  file up across   street hoping   pick off groups of people who've managed      ir tarts   just want   scarper   escape   warzone, or those who   tired of wa ing   will just slap  ge r some microwavable Bird's Custard on bread when  y   home  mselves.

  tarts   exceptional but   loses a star rating for   amount of times I've  en called a cunt by some drunk prick in    ilets"
277,wwh1D-yDvJDrcdM_9-FhYg,Annie L.,22/3/2010,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"I heart pancakes.

I got   buttermilk pancakes w h caster sugar on  p   a teasing assortment of straw rries that  ckoned me like a unicorn in   clouds... No I am not tripping, I am just referencing   legendary C   ars,  y hypnot ed me like a kid on crack. That somewhat vague compar on   a homage    se pancakes.

 y      st pancakes I   EVER tasted. I lived in pancake l  o rw e known as   US of A. Nope  y don't got   pancake crack, but  se folks   got   going on.

Two of  r finest fr  es of fatty milk & buttery flour. Not  o big, mo t, succulent, syrup portion just right.

Drooling on keyboard right now... Even   r k of electrocution will not deter me from wr ing, th    a Biblical message.

Eat   pancakes  fore   kick   can."
278,5rm_JGbXm2CkDo1DHJKWWA,Sab F.,5/8/2015,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,Got   most delicious carrot cake  day!  superb!!  's seriously going     a new must   when in  wn!
279,nAxHXe3UB3eT8t59KprkcA,Linnie H.,19/7/2016,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Super quaint, but a charming l tle cafe. We were able     a table right away. All of   servers were friendly   attentive,   food was even  tter. I ordered a savory summer tart for lunch that had sautéed shallots, bacon, cheddar   thyme;   was very delicious. My husb  ordered a veggie s wich w h roasted red peppers, pes    goat cheese    delicious.   sides w h a mixed green salad   some sort of carrot salad, both enjoyable but unremarkable. For dessert I ordered   chocolate pear   almost tart,   was very enjoyable along w h a nice cup of tea :) Happy we s pped here!"
280,iUFPgtDwfEFXRHQgU02cFg,Liz C.,29/8/2015,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"B  of a wa      in   unfortunately  y were out of   French  ast when I arrived, but   food was wonderful. I had   summer goat cheese tart, which was a perfect brunch choice.    tea was served in a dainty l tle gold rimmed cup   saucer. I felt like a true lady. For dessert I had   Queen of Chocolate Fudge Cake.  Worth every step of my  minute walk."
281,NAH8YYMRDszNoZq0IagTlQ,Alison A.,14/8/2015,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"An adorable cafe   pastry shop w h outdoor seating w h impressive dessert   pastry selections.   sipping chocolate comes in a huge portion,     defin ely very rich   sweet, good for sharing w h  people, or even .  y   jumbo meringues w h rasp rry swirls,  pped w h chopped p tachios that defin ely make for a light (but incredibly sweet) dessert or afternoon snack. Defin ely could pair well w h a glass of milk   cut   sweetness, especially since   comes  pped w h rasp rry jam. Decadent, defin ely,   ano r great  em   sh  amongst   table. Price points   incredibly reasonable, service   fast   very friendly,     outdoor seating in   adorable Lane   a lot of fun. One of my favor e spots in Dublin."
282,c-Lu9ztFm3fxCPoS7cBGxQ,Divyia J.,20/8/2017,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,Th  place was convenient   seeing as our flights from   US arrived early in   am th  was one of our few options for breakfast   our first meal in Irel .   restaurant   small     wary of long lines especially if     coming for breakfast.  y had great options for breakfast even for   picky people in my party.   scones were delicious     jam was memorable. We all had different breakfast entrees   we left sat fied   full.   decor   very charming     location was great for people while    ing tucked away from   busy streets. Did     hunt down our wa er a few times but in her defense  y were very busy. All in all a great place   grab a b e!
283,py4C4y_QgLczJGEXW4F3Cw,Julia S.,9/7/2018,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Th  quaint pastry place was a great s p for us for a Dublin breakfast. We got iced tea,   iced latte, hot tea, scones, an apple crumble,   muffins.   pastries were wonderful  especially w h  ir sides of cream.   service was relaxed, but sufficient. Great place all around. Th      smaller location. I think   nearby location   bigger."
284,5kMii2JySygayQpyPBjqCA,Alexandra M.,20/3/2011,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Went here for breakfast     food was great. My friend got smoked salmon   eggs which came out in one of    st presentations I   ever seen (    came w h something like salsa which nei r of us liked or thought went well w h   meal). I got carrot cake which was one of    st I had ever had    a massive piece at that!

Fresh squeezed orange juice  I don't know what else   say about that.

My only problem was   size of   place     lighting.   tables were very cramped   I had   apologize   at least  people when I got up   go     bathroom. For   lighting, when   sun was out   was fine but once   clouds came in   was almost like we were eating in   dark."
285,XcHn8QE3gtmMUrOdcJzo0A,Jennifer W.,7/2/2016,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"I love   location of Queen of Tarts     bakers   cashiers were knowledgeable w h great recommendations.  y   had one of    st cups of tea in  wn.

  place   a tiny, cozy spot full of guest    ur ts. A hip place w h a wide variety of treats. I was lucky enough       try   rhubarb scone!   I don't think I'll ever find anything qu e like   here in   States."
286,CDL05fUDhBZJNI8-UC0d0g,Laureline B.,23/9/2014,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"I love Queen of Tarts.

  deserves  s stars.

 's cute,  's cosy,    's deliiiiii h!

  place   small, but   adds     cute combo of   location   makes   even  tter.
I     adm  that  's pretty  ur ty (  looks girly), but damn,  's really worth  !

Everything   will see (  taste!) will make  r mouth water : scones, muffins, madeleine, tarts, decadent cakes, cheesecakes....

  service   good,    ir porcelain   really adorable.
I wanted   steal / buy   whole place!

However, what made my world ROCK was   FR TATA...
Rah! Th    one decadent d h! But defin ively worth having   run  km   eliminate all th  cheese, bacon, eggs, pota es,  ma es...
Would order   as a last decadent d h on Earth.

 ir Baileys   milk chocolat chip cheesecake     a must, I dream of   at night.

I still   a few options   try, like  ir iconic carrot cake.  ir soup   look fabulous.

 's not   kind of macaron/delicate pastries, more of decadent one that will give   a shot of sugar   a rush of blood    r head,     will just go out light headed   sugar addicted    r new fav place, Queen of Tarts !

I usually prefer soph ticated pastries, but I     adm  that decadence   a guilty pleasure  o,   Queen of tarts   one of  s  st ambassadors.

If  's  o crowded, just take  r cheesecake   go   devour   in Trin y College park!

Don't   tart, go   Queen of Tart"
287,uTVKoZX9S9O3z-3wy0an2w,Jessica S.,18/6/2018,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Holy wow! If   like tea/   or pastries,   MUST go. We went for Sunday brunch   although  re was a line we got in almost immediately. Every single d h   delivered     extremely special     options make   hard   pick  cause  'll just want everything!"
288,tgV6tsYQ66DZ3LQKvtC6cw,Jennie C.,6/10/2012,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Th  location   a l tle small so don't   surpr ed if  y ask     go     o r location. I got here at    right after loads of people started showing up    ting turned away.

I ordered   fresh orange juice, coffee, bacon/cheddar/pota / ma  fr tata,    ast.   fr tata was really good but what surpr ed me was how AMAZING    ast was. A l tle b  of butter,   a l tle b  of   amazing straw rry jam = heaven.  I ended up eating all my  ast   needing   take part of   delicious fr tata home.   fr tata was seasoned perfectly   wasn't  o dry (which was my fear);  's lined w h pota es on   bot m      p has yummy tangy  ma es.   fresh orange juice was indeed fresh,   very refreshing.

I couldn't res t...  ordered a slice of   Queen Vic ria sponge cake.     good but honestly after a few b es got     a l tle heavy; I really recommend   order th    sh .

Very happy w h   food   will defin ely come back! :)"
289,jHrrlhsJD9XL1Nj6SOcdlg,Nadia A.,11/8/2012,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Th  place     hidden treasure in   heart of Dublin.

First,   variety of tarts   really great. I tried plum tart     was one of   most delicious things I   ever had.

 y   special soups   s wiches. I tired  ir special s wich w h arugula, brie, figs   almonds. Th  combination was absolute killer!

What I love about th  place    ir coziness.   place   small but perfect spot for a cup of tea from those nice painted pots w h some nice peace of cake or tart.

Th  place   offers a great brunch. I only looked at   menu     already makes me hungry. I am coming back for   brunch next time when I am in Dublin."
290,MP5aACE2WSah3kORhIzPnw,Andrew C.,9/1/2010,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Queen of Tarts was   single  st experience on our trip   Irel    that's saying a a lot,  cause we   many, many fond memories of th  wonderful country.

  was March     soup was perfect, warm   inv ing.    tea was delicious     tarts were amazing.    whole place was great:   owners,   funky decor   even though     a small place we did not feel cramped nor did we feel rushed   leave.

We would go back in a second     often joked about catching a flight just     some tea."
291,tOjDQRtjP58y1JKsYAk5VA,Jobie S.,5/6/2018,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,Amazing deserts   adult coffees. Guiness cheesecake   rich   exactly what I expected. Will   back again.
292,BaveUVWRiGX6Y8IFPcEb1g,Duncan W.,24/2/2015,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"For me   v   a place  days in a row   love   just as much if not more   second time   qu e an accompl hment.
Queen of tarts   one of those places.  Let's start w h   decor.  Rustic country cottage style, nothing particularly modern but   really doesn't need  .  Light background music that gives atmosphere w hout  ting in   way of conversation.  
Next   staff,   y   amazing.  Very pol e   thoughtful even   management conversations going on  hind   scenes   pol e     courteous.  
Finally   food that   truly awesome.  Both meals on both days were exqu  e.  Perfectly cooked   full of flavour. Now   most important part of   menu was that   contained a good choice of ve arian options.  Give  se guys a shot   will not regret  .  If  y   busy here  y   a s ter cafe just round   corner."
293,CEDynB5WHK5XuHKXwxwpcA,Emily B.,18/3/2017,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"If  're looking for a classic European dessert   tea option, th    an excellent choice!   tarts   wonderful, as well as   chocolate fudge cake. Th  cafe   very quaint   can't hold more than may   people at a time, but just down   road   a larger cafe. We   hoping   come back for a lemon meringue tart  fore we leave Dublin, as we   heard great things!"
294,h51H-UsPhZgmPkdsjqz68g,Alison M.,24/10/2010,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"If I had   choose   most  autiful food in Dublin,   would   anything from Queen of Tarts. I've never seen such lovely, gl tening l tle tarts. In fact  re   an entire deli case full of perfect l tle cakes   baked goodies that look almost  o good   eat. Th  food should   in magazines    probably  .

I was impressed that Queen of Tarts serves real breakfast as well  especially when  ir obvious strength     bakery.  y dont   many options but  re   a meat one, a veggie one,   a fru /yogurt bowl. For   price I thought  y were great deals   of course  y arrived at   table picture perfect. All   breakfast   served very Frenchily (sic) w h sprigs of th    a sprinkling of that   garn h. Perfect sunny side up eggs alongside perfect pota es   perfect roasted veg.    st was   fru /yogurt bowl that a friend ordered: A huge bowl piled high w h   freshest of mixed fru s   sla red in tart yogurt. Healthy,  autiful,   delicious breakfast food? Thanks  r Majesty.

As a warning    might not want   go   th  location if     + people in  r group.   seating  a was obviously meant for couples so our group of  had   pull up a chair   s  halfway in   a le.   made for a lot of scooting whilst eating which was a l tle annoying. I heard  re   ano r, larger location though."
295,bGXVRG9LufchBdyJ9X_EEw,Rheanna W.,22/7/2016,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Although I   eaten lunch here, I would only usually seek th  place out for tea   cakes.

 ir savory lunch menu   really good   I like how seasonal     but for me    n't worth wa ing on a table.

 ir cakes however,     die for. Try   chocolate   pear tart or   warm blue rry crumble.  's really nice   go here as a group of /,   tea   coffee   order a selection of   cakes   sh .

  atmosphere   warm    's a nice cosy   intimate setting."
296,cD2te7Lsf85xYYYrsijs6Q,Sarah T.,23/3/2015,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"I think my new favour e thing     chocolate, pear,   almond tart, which could scarcely   improved on. I'm often a l tle wary of chocolate things  cause I don't like fudge   I don't like milk chocolate. But if I like   chocolate, I really like   chocolate,   I would go back  morrow for a € repeat.   boy got a Vic rian sponge cake which he likes  tter   I didn't like as much, so we happily stick w h our own choices.

  peppermint tea was just from a teabag, which was a l tle d appointing. But we felt lucky     a table in   middle of   afternoon."
297,pEMWzZ8qWY1T_K0HUoKDIA,Hope C.,14/8/2014,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Holy crap, I think my cholesterol jumped  points just walking in    Queen of Tarts. GO HERE FOR BREAKFAST IN DUBLIN. Don't think twice about  . My family recommended     I wouldn't hes ate   go back  re again. If   love baked goods, pastries, sweet treats   carbalicious breakfasts, th  place   a wet dream.

  seating   tight, but   staff do an excellent job of seating   serving people as quickly as possible.   k chen   fast   accurate. Excellent pot of tea. Amazing  ast. Yes,  ast. Just two slices of  ast w h butter   jam changed my life.   scone was basically a delicious block of butter flavored w h some fru    more butter. Yum. I tried a straw rry rhubarb crumble   marveled at   tart   cr py flavours.   was served w h fresh cream. Perfect!   tried   cinnamon cardamom roll. So good. Some family mem rs had eggs   raved about  m.  's  ur ty   crowded, but th  place   awesome. Whimsical, fun   so, so sinful."
298,tZaNzaFHi4l0FH-_XqDmCA,Jasson S.,17/9/2012,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"  place   fairly small but     h s down    st breakfast we had while in Dublin.  ir staff was sweet, knew  ir  ems inside   out,   answered all of our questions.

 ir Smoked Ir h Salmon breakfast w h scrambled eggs   brown  ast was great   I especially liked     chutney  y served w h  ... however that wasn't    st part.  ir scones   simply amazing.  y tasted un lievable    y   served w h butter, cream,   jam.

My girlfriend   I   wanted   try one of  ir tarts but after breakfast   spl ting a scone we couldn't eat anymore.  :P

Defin ely coming back   next time I'm in Dublin!

One side note,  y     a larger location in   Temple Bar  a if th  one   full."
299,5TY_Nb_e5criDA0yfhW6TQ,William M.,5/9/2010,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Th    such a lovely place,   baked goods   wonderful.

When I walked by on my way somewhere at   time, I w hed I could   s pped   wa ed as  re was a b  of a line, but   next day I found time   s p by. Wow, am I glad I did!

Th  place rocks,   should not   m sed, period.   will   so glad   ate here. Enjoy!"
300,N3UyAqOmPfNSAJmI16Sp8w,Chaker F.,11/7/2015,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Very enjoyable breakfast!   wa resses were very nice   suggested great options on   menu. I chose   Hearty breakfast   my friend chose   smoked salmon breakfast, both were great.   sweet pepper rel h was a very nice garn h w h   meal.   Hearty breakfast came w h a choice of tea or coffee, I chose   tea   enjoyed   very much.   desserts here   what made   experience though.  re   so many options  'll probably stress  rself out picking, I recommend each person  ting something different   everyone sharing.   can't go wrong w h th  place!"
301,wNIUHk_SmsvlfcwFHSLGuQ,Mark C.,7/8/2015,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Went in for lunch     was unexpectedly delicious as  fore h  i thought  y only did cakes.

  was great value     could tell   bread was made by  m  cause   was absolutely delicious!  Id     say   was one of    st s wiches ive ever had in dublin.

Went for an apple tart for dessert     was exqu  e, im sorry i wa ed so long   give   place a chance now!"
302,uoIOPb99-PoG-h71yDta5A,Rachelle L.,12/3/2019,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Th  was a cute place     a scone   tea. I docked a star  cause we were wa ing for a table, (lim ed seating,   cramped)     wa ress  ld us   wa  outside. We were out  re for about  minutes   two o r couples got in who had  en wa ing  fore us.    n  y seemed   for  about us. A new couple just walked passed us   in   a wa ress was clearing off a table for  m when I finally had   approach her   tell her we'd already  en wa ing a while. She seated us right away,   I noticed   original wa ress who'd  ld us   wa  outside was s ting at one of   (few) tables taking her break. I guess we got lost in   trans ion. Wasn't happy about that,     kind of ruined my experience.   scone was fine, if a l tle expensive. I'd suggest going here during a not busy time like right when  y open or  fore  y close. Mid afternoon   busy    y might for  about  ."
303,2BACEPsx5rLBHw3kYVUCuQ,Kipper S.,26/9/2014,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"All of   high star reviews filled w h pra e devoted   th  place were completely correct.

In a word, wonderful. From   charming intimate space,     truly delicious culinary offerings, Queen of Tarts lived up     hype   provided my wife   I w h a memorable experience.

We arrived shortly after an extremely busy brunch pop, but were still sat quickly. Our food   drinks were delivered promptly after ordering,   boy were  y fantastic.

I had   trad ional Ir h breakfast, which was lighter than I   had  fore, but packed w h savory flavor. My wife had   salmon w h poached eggs (which were prep d perfectly). We were both thoroughly impressed.

 ing that we were on vacation, we   opted   enjoy a few of   sweets d played  hind   front counter. A rasp rry macaroon   a lemon meringue tart brought us both joy,     overwhelming urge   quietly groan   allow our eyes   roll back w h joy.

What a lovely spot."
304,SPmjDLauatf8umJvPCS4lA,Larry C.,18/3/2018,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,Local hotel rec sent us here   we were surpr ed by how quaint   was (!turns out  y   two shops very close  ge r so don't fret  y'll direct       o r if  ir full). We were seated w hin minutes   everything was fantastic. Service was good.
305,BbGqwLAxZ-FtrBQ6ELWySA,A M.,15/9/2017,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,Th    probably   highlight of my Dublin trip. Found th  adorable cafe. Very small seating  a. Inside was   autifully decorated. Cafe   hot chocolate were on point.   blue rry scones     die for. We had     seconds for take away.  ir jam   so yummy that I w h  y would sell  m so I can take a jar home. O rs in our party were   impressed w h  ir breakfasts. Food was freshly made   order.  y take such great c  of  ir food preparing from   coffee     rest of   menu. Highly recommend. Will return  morrow. Thank  .
306,4-ooFq9FUbz94LpNWT_qBA,Josephine T.,12/3/2016,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Queen of Tarts   a fantastic place for lunch   cake.  ir baked cheesecake    ir miniature three tier sponge cake   religious experiences.

I've taken a star off simply  cause I feel that   menu could   exp ed a l tle. Delicious as    ,   choices can   qu e lim ed. Apart from that, I can't fault   food or   staff, both   outst ing."
307,FON-UTyxNGOU6dJW_Cirsg,Jen H.,12/7/2017,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,First place I ate at in Dublin  cause   was right down   street from our hotel.  Our Breakfast was perfectly light   fresh especially  ing jetlagged.
308,86UqyQmOaXRTdj2DXFGINQ,Babette P.,14/5/2018,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Was walking   streets of Dublin   wanted some tea      st scone in Dublin. Found th  place on Yelp   walked about  minutes out of my way but   was so worth  . Quaint l tle pastry shop. Chose   blue rry scone which although not    st I've ever had was delicious   served w h cream, jam   butter.   tea cups were very dainty   Vic rian.   queen of tarts didn't d appoint!"
309,DlPdzXcsdU1VeXi3Wk3PIw,Patricia C.,18/3/2015,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Super cute shops (cow lane   dame st) w h friendly service   an array of treats (sweet   savory)   choose from. I really adored   fresh salmon spring tart yummy   satiating. I made room for   Queen's cake which I honestly wasn't in love w h.   cake  self was pretty good, but   filling/icing left something     desired.   coconut on   outside was good,   I don't even like coconut.   Ir h Coffee   no joke.  y   not stingy w h   wh key at all. My kind of place. I  ok a chocolate chip scone for   road,     was good, but nothing   wr e home about. My friend fell in love w h   apple crumble tart   highly recommended  .   decor, friendly staff,   spring tart   enough   score th  place  stars.

 y  n't kidding about cutting off breakfast at :a so don't bo r asking."
310,KPQIkZXot8TVnzRlMT3EKw,Dovilė J.,16/7/2015,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"For Chocolate Tart Lovers. Comfy Place in a rainy Dublin, Tea, Coffee, Cake   retro mugs. Awesome."
311,TxXZ1toe-X_AivBP8Y2cmw,Aleya B.,20/4/2018,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"What a fun experience.   Queen of Hearts has s a great breakfast spot featuring lots of scones, cakes   savory d hes. I had   opportun y   v   both locations   I enjoyed both of  m."
312,V_iUPktnc7A2tNCx23-MNw,Yolanda G.,11/2/2016,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"Great location   delicious cakes.
 'a a tiny, cozy space but    s very busy when full."
313,pZowmOf2ilvR8ODr7c1-yQ,Swati B.,14/2/2011,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,"I walked in  th  shop   I swear I thought I went   pastry heaven!!!!  I couldnt  lieve   variety     amount of pastries  y had on d play..how was I only going   choose JUST ONE?  
If i had found th  place on day one I would   made   a point   come here every day (  probably gained  lbs w h  ).  I only w h  y had a pastry/coffee shop like th  in Chicago...DEFIN ELY S P BY HERE!"
